"cell_count","exp_day","chamber","test","rpm","chamberID"
26700,1,1,"A","2.5RPM","A.1"
48900,1,9,"A","2.5RPM","A.9"
54900,1,2,"A","2.5RPM","A.2"
22800,1,10,"A","2.5RPM","A.10"
61200,1,3,"A","2.5RPM","A.3"
29100,1,11,"A","2.5RPM","A.11"
48900,1,4,"A","2.5RPM","A.4"
120900,1,12,"A","2.5RPM","A.12"
87600,1,5,"A","2.5RPM","A.5"
44400,1,13,"A","2.5RPM","A.13"
90300,1,6,"A","2.5RPM","A.6"
105000,1,14,"A","2.5RPM","A.14"
69000,1,7,"A","2.5RPM","A.7"
47700,1,15,"A","2.5RPM","A.15"
51000,1,8,"A","2.5RPM","A.8"
112200,1,16,"A","2.5RPM","A.16"
164700,2,1,"A","2.5RPM","A.1"
507900,2,9,"A","2.5RPM","A.9"
493800,2,2,"A","2.5RPM","A.2"
556200,2,10,"A","2.5RPM","A.10"
493200,2,3,"A","2.5RPM","A.3"
177900,2,11,"A","2.5RPM","A.11"
336000,2,4,"A","2.5RPM","A.4"
780000,2,12,"A","2.5RPM","A.12"
336600,2,5,"A","2.5RPM","A.5"
221700,2,13,"A","2.5RPM","A.13"
381000,2,6,"A","2.5RPM","A.6"
486600,2,14,"A","2.5RPM","A.14"
377700,2,7,"A","2.5RPM","A.7"
295800,2,15,"A","2.5RPM","A.15"
454200,2,8,"A","2.5RPM","A.8"
675900,2,16,"A","2.5RPM","A.16"
1841400,4,1,"A","2.5RPM","A.1"
1315200,4,9,"A","2.5RPM","A.9"
2928900,4,2,"A","2.5RPM","A.2"
2841600,4,10,"A","2.5RPM","A.10"
4674300,4,3,"A","2.5RPM","A.3"
1257900,4,11,"A","2.5RPM","A.11"
1778700,4,4,"A","2.5RPM","A.4"
3787500,4,12,"A","2.5RPM","A.12"
2664300,4,5,"A","2.5RPM","A.5"
2185500,4,13,"A","2.5RPM","A.13"
2291700,4,6,"A","2.5RPM","A.6"
1407900,4,14,"A","2.5RPM","A.14"
858600,4,7,"A","2.5RPM","A.7"
994800,4,15,"A","2.5RPM","A.15"
1605600,4,8,"A","2.5RPM","A.8"
2067600,4,16,"A","2.5RPM","A.16"
2753700,5,1,"A","2.5RPM","A.1"
1976700,5,9,"A","2.5RPM","A.9"
3445200,5,2,"A","2.5RPM","A.2"
2834100,5,10,"A","2.5RPM","A.10"
2942100,5,3,"A","2.5RPM","A.3"
2908800,5,11,"A","2.5RPM","A.11"
2796900,5,4,"A","2.5RPM","A.4"
2094600,5,12,"A","2.5RPM","A.12"
2284200,5,5,"A","2.5RPM","A.5"
2441100,5,13,"A","2.5RPM","A.13"
2775300,5,6,"A","2.5RPM","A.6"
1270200,5,14,"A","2.5RPM","A.14"
1766700,5,7,"A","2.5RPM","A.7"
2030700,5,15,"A","2.5RPM","A.15"
1381800,5,8,"A","2.5RPM","A.8"
1520100,5,16,"A","2.5RPM","A.16"
3899100,6,1,"A","2.5RPM","A.1"
1467300,6,9,"A","2.5RPM","A.9"
2582400,6,2,"A","2.5RPM","A.2"
2163000,6,10,"A","2.5RPM","A.10"
2923200,6,3,"A","2.5RPM","A.3"
1931700,6,11,"A","2.5RPM","A.11"
1881600,6,4,"A","2.5RPM","A.4"
1681800,6,12,"A","2.5RPM","A.12"
2248200,6,5,"A","2.5RPM","A.5"
1758000,6,13,"A","2.5RPM","A.13"
1507500,6,6,"A","2.5RPM","A.6"
1582200,6,14,"A","2.5RPM","A.14"
2957100,6,7,"A","2.5RPM","A.7"
1935300,6,15,"A","2.5RPM","A.15"
1623600,6,8,"A","2.5RPM","A.8"
2259900,6,16,"A","2.5RPM","A.16"
3830100,7,1,"A","2.5RPM","A.1"
2199600,7,9,"A","2.5RPM","A.9"
2462400,7,2,"A","2.5RPM","A.2"
1881000,7,10,"A","2.5RPM","A.10"
2568600,7,3,"A","2.5RPM","A.3"
2331900,7,11,"A","2.5RPM","A.11"
1907100,7,4,"A","2.5RPM","A.4"
2380500,7,12,"A","2.5RPM","A.12"
2989200,7,5,"A","2.5RPM","A.5"
1496100,7,13,"A","2.5RPM","A.13"
2064000,7,6,"A","2.5RPM","A.6"
1788600,7,14,"A","2.5RPM","A.14"
3546000,7,7,"A","2.5RPM","A.7"
1816800,7,15,"A","2.5RPM","A.15"
1385700,7,8,"A","2.5RPM","A.8"
2396400,7,16,"A","2.5RPM","A.16"
3138000,8,1,"A","2.5RPM","A.1"
2352300,8,9,"A","2.5RPM","A.9"
2070300,8,2,"A","2.5RPM","A.2"
1705800,8,10,"A","2.5RPM","A.10"
2406000,8,3,"A","2.5RPM","A.3"
2707200,8,11,"A","2.5RPM","A.11"
1280400,8,4,"A","2.5RPM","A.4"
2722800,8,12,"A","2.5RPM","A.12"
2061000,8,5,"A","2.5RPM","A.5"
2002800,8,13,"A","2.5RPM","A.13"
873900,8,6,"A","2.5RPM","A.6"
1720500,8,14,"A","2.5RPM","A.14"
2756700,8,7,"A","2.5RPM","A.7"
2218500,8,15,"A","2.5RPM","A.15"
1590300,8,8,"A","2.5RPM","A.8"
2177700,8,16,"A","2.5RPM","A.16"
6675300,9,1,"A","2.5RPM","A.1"
1842300,9,9,"A","2.5RPM","A.9"
974400,9,2,"A","2.5RPM","A.2"
1389300,9,10,"A","2.5RPM","A.10"
2370600,9,3,"A","2.5RPM","A.3"
1966800,9,11,"A","2.5RPM","A.11"
1661100,9,4,"A","2.5RPM","A.4"
1711800,9,12,"A","2.5RPM","A.12"
2805600,9,5,"A","2.5RPM","A.5"
1743900,9,13,"A","2.5RPM","A.13"
930900,9,6,"A","2.5RPM","A.6"
2235300,9,14,"A","2.5RPM","A.14"
1166700,9,7,"A","2.5RPM","A.7"
2195400,9,15,"A","2.5RPM","A.15"
1364700,9,8,"A","2.5RPM","A.8"
1762800,9,16,"A","2.5RPM","A.16"
3945900,10,1,"A","2.5RPM","A.1"
1900800,10,9,"A","2.5RPM","A.9"
2048700,10,2,"A","2.5RPM","A.2"
1518600,10,10,"A","2.5RPM","A.10"
2085600,10,3,"A","2.5RPM","A.3"
2617800,10,11,"A","2.5RPM","A.11"
2002500,10,4,"A","2.5RPM","A.4"
1415100,10,12,"A","2.5RPM","A.12"
2416200,10,5,"A","2.5RPM","A.5"
2862000,10,13,"A","2.5RPM","A.13"
908700,10,6,"A","2.5RPM","A.6"
1689900,10,14,"A","2.5RPM","A.14"
1924200,10,7,"A","2.5RPM","A.7"
2939100,10,15,"A","2.5RPM","A.15"
1109100,10,8,"A","2.5RPM","A.8"
2132100,10,16,"A","2.5RPM","A.16"
1766700,11,9,"A","2.5RPM","A.9"
1818900,11,4,"A","2.5RPM","A.4"
2334300,11,13,"A","2.5RPM","A.13"
1223100,11,8,"A","2.5RPM","A.8"
1812600,12,9,"A","2.5RPM","A.9"
1686300,12,4,"A","2.5RPM","A.4"
1709100,12,13,"A","2.5RPM","A.13"
1345800,12,8,"A","2.5RPM","A.8"
1399800,13,9,"A","2.5RPM","A.9"
1762500,13,4,"A","2.5RPM","A.4"
1325100,13,13,"A","2.5RPM","A.13"
1020600,13,8,"A","2.5RPM","A.8"
1503600,14,9,"A","2.5RPM","A.9"
1333200,14,4,"A","2.5RPM","A.4"
1700100,14,13,"A","2.5RPM","A.13"
803400,14,8,"A","2.5RPM","A.8"
1356600,16,9,"A","2.5RPM","A.9"
1475700,16,4,"A","2.5RPM","A.4"
1537200,16,13,"A","2.5RPM","A.13"
1594800,16,8,"A","2.5RPM","A.8"
1664100,17,9,"A","2.5RPM","A.9"
2162100,17,4,"A","2.5RPM","A.4"
1575000,17,13,"A","2.5RPM","A.13"
1125000,17,8,"A","2.5RPM","A.8"
939900,18,9,"A","2.5RPM","A.9"
1546200,18,4,"A","2.5RPM","A.4"
1485900,18,13,"A","2.5RPM","A.13"
975300,18,8,"A","2.5RPM","A.8"
1689900,20,9,"A","2.5RPM","A.9"
2048100,20,4,"A","2.5RPM","A.4"
1682400,20,13,"A","2.5RPM","A.13"
1307700,20,8,"A","2.5RPM","A.8"
96600,1,1,"B","2.5RPM","B.1"
279900,1,9,"B","2.5RPM","B.9"
232500,1,2,"B","2.5RPM","B.2"
173100,1,10,"B","2.5RPM","B.10"
129300,1,3,"B","2.5RPM","B.3"
105300,1,11,"B","2.5RPM","B.11"
108900,1,4,"B","2.5RPM","B.4"
132600,1,12,"B","2.5RPM","B.12"
207300,1,5,"B","2.5RPM","B.5"
142800,1,13,"B","2.5RPM","B.13"
202800,1,6,"B","2.5RPM","B.6"
160200,1,14,"B","2.5RPM","B.14"
144900,1,7,"B","2.5RPM","B.7"
254700,1,15,"B","2.5RPM","B.15"
135000,1,8,"B","2.5RPM","B.8"
226500,1,16,"B","2.5RPM","B.16"
1070400,2,1,"B","2.5RPM","B.1"
2229300,2,9,"B","2.5RPM","B.9"
2064000,2,2,"B","2.5RPM","B.2"
1526400,2,10,"B","2.5RPM","B.10"
1603500,2,3,"B","2.5RPM","B.3"
2106600,2,11,"B","2.5RPM","B.11"
2248200,2,4,"B","2.5RPM","B.4"
1876800,2,12,"B","2.5RPM","B.12"
1823400,2,5,"B","2.5RPM","B.5"
2322000,2,13,"B","2.5RPM","B.13"
1821300,2,6,"B","2.5RPM","B.6"
2189100,2,14,"B","2.5RPM","B.14"
1838400,2,7,"B","2.5RPM","B.7"
2331900,2,15,"B","2.5RPM","B.15"
770400,2,8,"B","2.5RPM","B.8"
2395200,2,16,"B","2.5RPM","B.16"
3294000,3,1,"B","2.5RPM","B.1"
2607000,3,9,"B","2.5RPM","B.9"
2721900,3,2,"B","2.5RPM","B.2"
2253600,3,10,"B","2.5RPM","B.10"
2508300,3,3,"B","2.5RPM","B.3"
2329800,3,11,"B","2.5RPM","B.11"
2543400,3,4,"B","2.5RPM","B.4"
2667900,3,12,"B","2.5RPM","B.12"
2641800,3,5,"B","2.5RPM","B.5"
2474400,3,13,"B","2.5RPM","B.13"
2133000,3,6,"B","2.5RPM","B.6"
1778100,3,14,"B","2.5RPM","B.14"
3453900,3,7,"B","2.5RPM","B.7"
2533500,3,15,"B","2.5RPM","B.15"
1811400,3,8,"B","2.5RPM","B.8"
2553900,3,16,"B","2.5RPM","B.16"
1872600,4,1,"B","2.5RPM","B.1"
3903000,4,9,"B","2.5RPM","B.9"
2710200,4,2,"B","2.5RPM","B.2"
1800600,4,10,"B","2.5RPM","B.10"
2702400,4,3,"B","2.5RPM","B.3"
2914500,4,11,"B","2.5RPM","B.11"
1889400,4,4,"B","2.5RPM","B.4"
3432300,4,12,"B","2.5RPM","B.12"
2728800,4,5,"B","2.5RPM","B.5"
3463500,4,13,"B","2.5RPM","B.13"
2626200,4,6,"B","2.5RPM","B.6"
2809800,4,14,"B","2.5RPM","B.14"
2800200,4,7,"B","2.5RPM","B.7"
1509600,4,15,"B","2.5RPM","B.15"
1434600,4,8,"B","2.5RPM","B.8"
3053700,4,16,"B","2.5RPM","B.16"
2290500,5,1,"B","2.5RPM","B.1"
3166800,5,9,"B","2.5RPM","B.9"
1380600,5,2,"B","2.5RPM","B.2"
1746600,5,10,"B","2.5RPM","B.10"
2244600,5,3,"B","2.5RPM","B.3"
3362400,5,11,"B","2.5RPM","B.11"
2096700,5,4,"B","2.5RPM","B.4"
2775900,5,12,"B","2.5RPM","B.12"
3030300,5,5,"B","2.5RPM","B.5"
3305700,5,13,"B","2.5RPM","B.13"
2510700,5,6,"B","2.5RPM","B.6"
2401200,5,14,"B","2.5RPM","B.14"
2894100,5,7,"B","2.5RPM","B.7"
1294800,5,15,"B","2.5RPM","B.15"
1830300,5,8,"B","2.5RPM","B.8"
1289100,5,16,"B","2.5RPM","B.16"
1772100,7,9,"B","2.5RPM","B.9"
1392300,7,4,"B","2.5RPM","B.4"
2028600,7,13,"B","2.5RPM","B.13"
1502400,7,8,"B","2.5RPM","B.8"
1645200,8,9,"B","2.5RPM","B.9"
1615800,8,4,"B","2.5RPM","B.4"
1639500,8,13,"B","2.5RPM","B.13"
1668900,8,8,"B","2.5RPM","B.8"
1472700,9,9,"B","2.5RPM","B.9"
2261700,9,4,"B","2.5RPM","B.4"
1963800,9,13,"B","2.5RPM","B.13"
1673700,9,8,"B","2.5RPM","B.8"
1989000,10,9,"B","2.5RPM","B.9"
2035200,10,4,"B","2.5RPM","B.4"
1867200,10,13,"B","2.5RPM","B.13"
1631700,10,8,"B","2.5RPM","B.8"
2107500,12,9,"B","2.5RPM","B.9"
2041500,12,4,"B","2.5RPM","B.4"
2300700,12,13,"B","2.5RPM","B.13"
1855500,12,8,"B","2.5RPM","B.8"
2802900,13,9,"B","2.5RPM","B.9"
2425800,13,4,"B","2.5RPM","B.4"
3489300,13,13,"B","2.5RPM","B.13"
2272800,13,8,"B","2.5RPM","B.8"
2643000,14,9,"B","2.5RPM","B.9"
1649700,14,4,"B","2.5RPM","B.4"
2536800,14,13,"B","2.5RPM","B.13"
1382700,14,8,"B","2.5RPM","B.8"
2386200,15,9,"B","2.5RPM","B.9"
2059200,15,4,"B","2.5RPM","B.4"
1119300,15,13,"B","2.5RPM","B.13"
1377600,15,8,"B","2.5RPM","B.8"
1707300,16,9,"B","2.5RPM","B.9"
2177400,16,4,"B","2.5RPM","B.4"
2025000,16,13,"B","2.5RPM","B.13"
1386000,16,8,"B","2.5RPM","B.8"
2281500,17,9,"B","2.5RPM","B.9"
2393700,17,4,"B","2.5RPM","B.4"
1760100,17,13,"B","2.5RPM","B.13"
1709700,17,8,"B","2.5RPM","B.8"
1516500,18,9,"B","2.5RPM","B.9"
2125500,18,4,"B","2.5RPM","B.4"
1106700,18,13,"B","2.5RPM","B.13"
1324200,18,8,"B","2.5RPM","B.8"
1610700,19,9,"B","2.5RPM","B.9"
1915200,19,4,"B","2.5RPM","B.4"
1083000,19,13,"B","2.5RPM","B.13"
1718100,19,8,"B","2.5RPM","B.8"
2226600,20,9,"B","2.5RPM","B.9"
1768800,20,4,"B","2.5RPM","B.4"
1884900,20,13,"B","2.5RPM","B.13"
2156100,20,8,"B","2.5RPM","B.8"
1680300,21,9,"B","2.5RPM","B.9"
1059000,21,4,"B","2.5RPM","B.4"
2418900,21,13,"B","2.5RPM","B.13"
1751400,21,8,"B","2.5RPM","B.8"
2221200,22,9,"B","2.5RPM","B.9"
2289000,22,4,"B","2.5RPM","B.4"
3520200,22,13,"B","2.5RPM","B.13"
1959600,22,8,"B","2.5RPM","B.8"
2423700,23,9,"B","2.5RPM","B.9"
2583300,23,4,"B","2.5RPM","B.4"
3221700,23,13,"B","2.5RPM","B.13"
1130700,23,8,"B","2.5RPM","B.8"
1134000,25,9,"B","2.5RPM","B.9"
2366700,25,4,"B","2.5RPM","B.4"
2940900,25,13,"B","2.5RPM","B.13"
1464000,25,8,"B","2.5RPM","B.8"
2610300,26,9,"B","2.5RPM","B.9"
2401200,26,4,"B","2.5RPM","B.4"
3513900,26,13,"B","2.5RPM","B.13"
999000,26,8,"B","2.5RPM","B.8"
2371800,27,9,"B","2.5RPM","B.9"
2770800,27,4,"B","2.5RPM","B.4"
3398400,27,13,"B","2.5RPM","B.13"
1681500,27,8,"B","2.5RPM","B.8"
2228100,28,9,"B","2.5RPM","B.9"
1596300,28,4,"B","2.5RPM","B.4"
3333300,28,13,"B","2.5RPM","B.13"
1181100,28,8,"B","2.5RPM","B.8"
1711500,3,2,"C","1.25RPM","C.2"
2990100,3,3,"C","1.25RPM","C.3"
2511300,3,14,"C","1.25RPM","C.14"
2491200,3,3,"C","1.25RPM","C.3"
2279100,3,11,"C","1.25RPM","C.11"
2076600,3,12,"C","1.25RPM","C.12"
1944000,3,1,"C","1.25RPM","C.1"
927300,3,2,"C","1.25RPM","C.2"
2948100,3,3,"C","1.25RPM","C.3"
2156400,3,11,"C","1.25RPM","C.11"
2461800,3,14,"C","1.25RPM","C.14"
2882700,3,3,"C","1.25RPM","C.3"
2142300,3,11,"C","1.25RPM","C.11"
1815300,3,12,"C","1.25RPM","C.12"
2218200,4,2,"C","1.25RPM","C.2"
1332300,4,14,"C","1.25RPM","C.14"
2127600,4,2,"C","1.25RPM","C.2"
2084700,4,3,"C","1.25RPM","C.3"
2817300,4,11,"C","1.25RPM","C.11"
1963500,4,12,"C","1.25RPM","C.12"
1953000,4,1,"C","1.25RPM","C.1"
2448000,4,11,"C","1.25RPM","C.11"
1100100,4,12,"C","1.25RPM","C.12"
2057100,4,2,"C","1.25RPM","C.2"
2026200,4,3,"C","1.25RPM","C.3"
2680800,4,11,"C","1.25RPM","C.11"
2099100,5,11,"C","1.25RPM","C.11"
1924800,5,12,"C","1.25RPM","C.12"
1145700,5,14,"C","1.25RPM","C.14"
1467900,5,3,"C","1.25RPM","C.3"
2181300,5,11,"C","1.25RPM","C.11"
1849800,5,12,"C","1.25RPM","C.12"
1763400,5,1,"C","1.25RPM","C.1"
1707600,5,2,"C","1.25RPM","C.2"
1910100,9,11,"C","1.25RPM","C.11"
2834400,9,12,"C","1.25RPM","C.12"
1499700,9,2,"C","1.25RPM","C.2"
2477100,9,14,"C","1.25RPM","C.14"
1548000,9,2,"C","1.25RPM","C.2"
2248500,9,3,"C","1.25RPM","C.3"
2665800,10,14,"C","1.25RPM","C.14"
2360400,10,11,"C","1.25RPM","C.11"
2790300,10,12,"C","1.25RPM","C.12"
2766000,10,12,"C","1.25RPM","C.12"
2699700,10,3,"C","1.25RPM","C.3"
2440800,10,11,"C","1.25RPM","C.11"
2455800,11,11,"C","1.25RPM","C.11"
2215200,11,11,"C","1.25RPM","C.11"
2711100,12,11,"C","1.25RPM","C.11"
2952000,12,11,"C","1.25RPM","C.11"
3382500,13,11,"C","1.25RPM","C.11"
3401650,13,11,"C","1.25RPM","C.11"
3332000,13,11,"C","1.25RPM","C.11"
3408400,13,11,"C","1.25RPM","C.11"
3235100,13,11,"C","1.25RPM","C.11"
3398000,13,11,"C","1.25RPM","C.11"
1803150,14,11,"C","1.25RPM","C.11"
1670700,14,11,"C","1.25RPM","C.11"
1637700,14,11,"C","1.25RPM","C.11"
1736250,14,11,"C","1.25RPM","C.11"
1724300,14,11,"C","1.25RPM","C.11"
1711000,14,11,"C","1.25RPM","C.11"
1719450,14,11,"C","1.25RPM","C.11"
1623100,14,11,"C","1.25RPM","C.11"
1967800,15,5,"C","1.25RPM","C.5"
2412800,15,11,"C","1.25RPM","C.11"
2003700,15,5,"C","1.25RPM","C.5"
2346850,15,11,"C","1.25RPM","C.11"
1940950,15,5,"C","1.25RPM","C.5"
2410500,15,11,"C","1.25RPM","C.11"
1853650,15,5,"C","1.25RPM","C.5"
2237250,15,11,"C","1.25RPM","C.11"
1944300,15,5,"C","1.25RPM","C.5"
2287600,15,11,"C","1.25RPM","C.11"
1852250,15,5,"C","1.25RPM","C.5"
2126450,15,11,"C","1.25RPM","C.11"
1846450,15,5,"C","1.25RPM","C.5"
2340700,15,11,"C","1.25RPM","C.11"
1690750,15,5,"C","1.25RPM","C.5"
2259650,15,11,"C","1.25RPM","C.11"
1454000,16,5,"C","1.25RPM","C.5"
1792350,16,11,"C","1.25RPM","C.11"
1468650,16,5,"C","1.25RPM","C.5"
1845500,16,11,"C","1.25RPM","C.11"
1459200,16,5,"C","1.25RPM","C.5"
1859950,16,11,"C","1.25RPM","C.11"
1437050,16,5,"C","1.25RPM","C.5"
1872300,16,11,"C","1.25RPM","C.11"
1392050,16,5,"C","1.25RPM","C.5"
1871200,16,11,"C","1.25RPM","C.11"
1407700,16,5,"C","1.25RPM","C.5"
1846550,16,11,"C","1.25RPM","C.11"
1337450,16,5,"C","1.25RPM","C.5"
1765600,16,11,"C","1.25RPM","C.11"
1369500,16,5,"C","1.25RPM","C.5"
1805150,16,11,"C","1.25RPM","C.11"
2152350,17,5,"C","1.25RPM","C.5"
1874350,17,11,"C","1.25RPM","C.11"
2122300,17,5,"C","1.25RPM","C.5"
1895650,17,11,"C","1.25RPM","C.11"
1983500,17,5,"C","1.25RPM","C.5"
1929500,17,11,"C","1.25RPM","C.11"
2021250,17,5,"C","1.25RPM","C.5"
1912650,17,11,"C","1.25RPM","C.11"
2023400,17,5,"C","1.25RPM","C.5"
1970300,17,11,"C","1.25RPM","C.11"
2058200,17,5,"C","1.25RPM","C.5"
1968850,17,11,"C","1.25RPM","C.11"
1912100,17,5,"C","1.25RPM","C.5"
1818800,17,11,"C","1.25RPM","C.11"
1863150,17,5,"C","1.25RPM","C.5"
1999900,17,11,"C","1.25RPM","C.11"
2317950,18,5,"C","1.25RPM","C.5"
1932950,18,11,"C","1.25RPM","C.11"
2277350,18,5,"C","1.25RPM","C.5"
2018500,18,11,"C","1.25RPM","C.11"
2269100,18,5,"C","1.25RPM","C.5"
1933750,18,11,"C","1.25RPM","C.11"
2231350,18,5,"C","1.25RPM","C.5"
1890750,18,11,"C","1.25RPM","C.11"
2180700,18,5,"C","1.25RPM","C.5"
1914000,18,11,"C","1.25RPM","C.11"
2194150,18,5,"C","1.25RPM","C.5"
2032300,18,11,"C","1.25RPM","C.11"
2142500,18,5,"C","1.25RPM","C.5"
1966050,18,11,"C","1.25RPM","C.11"
2143000,18,5,"C","1.25RPM","C.5"
2043350,18,11,"C","1.25RPM","C.11"
1983900,19,5,"C","1.25RPM","C.5"
1913600,19,11,"C","1.25RPM","C.11"
1957700,19,5,"C","1.25RPM","C.5"
1995600,19,11,"C","1.25RPM","C.11"
1893300,19,5,"C","1.25RPM","C.5"
1959300,19,11,"C","1.25RPM","C.11"
2012950,19,5,"C","1.25RPM","C.5"
2030000,19,11,"C","1.25RPM","C.11"
1940450,19,5,"C","1.25RPM","C.5"
2042050,19,11,"C","1.25RPM","C.11"
1862000,19,5,"C","1.25RPM","C.5"
1925250,19,11,"C","1.25RPM","C.11"
1911400,19,5,"C","1.25RPM","C.5"
2039950,19,11,"C","1.25RPM","C.11"
1816050,19,5,"C","1.25RPM","C.5"
1911350,19,11,"C","1.25RPM","C.11"
1908900,20,5,"C","1.25RPM","C.5"
1741850,20,11,"C","1.25RPM","C.11"
1924300,20,5,"C","1.25RPM","C.5"
