"cell_count","exp_day","chamber","test","rpm","chamberID"
2939850,50,13,"D","1.25RPM","D.13"
2909250,50,13,"D","1.25RPM","D.13"
2970000,50,13,"D","1.25RPM","D.13"
2200600,51,4,"D","1.25RPM","D.4"
2249150,51,4,"D","1.25RPM","D.4"
2310000,51,4,"D","1.25RPM","D.4"
3079000,51,6,"D","1.25RPM","D.6"
3179800,51,6,"D","1.25RPM","D.6"
3154300,51,6,"D","1.25RPM","D.6"
3956500,51,8,"D","1.25RPM","D.8"
3891250,51,8,"D","1.25RPM","D.8"
4036950,51,8,"D","1.25RPM","D.8"
2984600,51,9,"D","1.25RPM","D.9"
2899800,51,9,"D","1.25RPM","D.9"
2913050,51,9,"D","1.25RPM","D.9"
3787900,51,10,"D","1.25RPM","D.10"
3895750,51,10,"D","1.25RPM","D.10"
3835650,51,10,"D","1.25RPM","D.10"
3806700,51,13,"D","1.25RPM","D.13"
3535800,51,13,"D","1.25RPM","D.13"
3665600,51,13,"D","1.25RPM","D.13"
2704000,52,4,"D","1.25RPM","D.4"
2818400,52,4,"D","1.25RPM","D.4"
2700400,52,4,"D","1.25RPM","D.4"
3319900,52,6,"D","1.25RPM","D.6"
3147200,52,6,"D","1.25RPM","D.6"
3339900,52,6,"D","1.25RPM","D.6"
4000650,52,8,"D","1.25RPM","D.8"
3940250,52,8,"D","1.25RPM","D.8"
4109950,52,8,"D","1.25RPM","D.8"
2644150,52,9,"D","1.25RPM","D.9"
2672550,52,9,"D","1.25RPM","D.9"
2751200,52,9,"D","1.25RPM","D.9"
3296100,52,10,"D","1.25RPM","D.10"
3446850,52,10,"D","1.25RPM","D.10"
3414200,52,10,"D","1.25RPM","D.10"
3497450,52,13,"D","1.25RPM","D.13"
3591450,52,13,"D","1.25RPM","D.13"
3623500,52,13,"D","1.25RPM","D.13"
2315400,53,4,"D","1.25RPM","D.4"
2391200,53,4,"D","1.25RPM","D.4"
2298950,53,4,"D","1.25RPM","D.4"
2510250,53,6,"D","1.25RPM","D.6"
2513600,53,6,"D","1.25RPM","D.6"
2535500,53,6,"D","1.25RPM","D.6"
3184250,53,8,"D","1.25RPM","D.8"
3124000,53,8,"D","1.25RPM","D.8"
3118650,53,8,"D","1.25RPM","D.8"
2231050,53,9,"D","1.25RPM","D.9"
2133200,53,9,"D","1.25RPM","D.9"
2071350,53,9,"D","1.25RPM","D.9"
2513950,53,10,"D","1.25RPM","D.10"
2577750,53,10,"D","1.25RPM","D.10"
2604100,53,10,"D","1.25RPM","D.10"
2508150,53,13,"D","1.25RPM","D.13"
2613950,53,13,"D","1.25RPM","D.13"
2618450,53,13,"D","1.25RPM","D.13"
1956600,54,4,"D","1.25RPM","D.4"
1919350,54,4,"D","1.25RPM","D.4"
1990700,54,4,"D","1.25RPM","D.4"
2792500,54,6,"D","1.25RPM","D.6"
2893850,54,6,"D","1.25RPM","D.6"
2868750,54,6,"D","1.25RPM","D.6"
3316250,54,8,"D","1.25RPM","D.8"
3171100,54,8,"D","1.25RPM","D.8"
3332650,54,8,"D","1.25RPM","D.8"
2729050,54,9,"D","1.25RPM","D.9"
2709600,54,9,"D","1.25RPM","D.9"
2680100,54,9,"D","1.25RPM","D.9"
2482900,54,10,"D","1.25RPM","D.10"
2387800,54,10,"D","1.25RPM","D.10"
2389850,54,10,"D","1.25RPM","D.10"
2543250,54,13,"D","1.25RPM","D.13"
2587400,54,13,"D","1.25RPM","D.13"
2503950,54,13,"D","1.25RPM","D.13"
1863900,55,4,"D","1.25RPM","D.4"
2099950,55,4,"D","1.25RPM","D.4"
1778350,55,4,"D","1.25RPM","D.4"
3008050,55,6,"D","1.25RPM","D.6"
3121350,55,6,"D","1.25RPM","D.6"
2972000,55,6,"D","1.25RPM","D.6"
3550700,55,8,"D","1.25RPM","D.8"
3506250,55,8,"D","1.25RPM","D.8"
3566150,55,8,"D","1.25RPM","D.8"
2591500,55,9,"D","1.25RPM","D.9"
2608900,55,9,"D","1.25RPM","D.9"
2683550,55,9,"D","1.25RPM","D.9"
2320150,55,10,"D","1.25RPM","D.10"
2421550,55,10,"D","1.25RPM","D.10"
2275050,55,10,"D","1.25RPM","D.10"
2858800,55,13,"D","1.25RPM","D.13"
3046850,55,13,"D","1.25RPM","D.13"
2830300,55,13,"D","1.25RPM","D.13"
2184250,56,4,"D","1.25RPM","D.4"
2291600,56,4,"D","1.25RPM","D.4"
2102400,56,4,"D","1.25RPM","D.4"
2733950,56,6,"D","1.25RPM","D.6"
2691400,56,6,"D","1.25RPM","D.6"
3022800,56,6,"D","1.25RPM","D.6"
3135950,56,8,"D","1.25RPM","D.8"
2873750,56,8,"D","1.25RPM","D.8"
2999800,56,8,"D","1.25RPM","D.8"
2247850,56,9,"D","1.25RPM","D.9"
2295250,56,9,"D","1.25RPM","D.9"
2305550,56,9,"D","1.25RPM","D.9"
2219500,56,10,"D","1.25RPM","D.10"
2328250,56,10,"D","1.25RPM","D.10"
2208400,56,10,"D","1.25RPM","D.10"
2739600,56,13,"D","1.25RPM","D.13"
2864600,56,13,"D","1.25RPM","D.13"
2799450,56,13,"D","1.25RPM","D.13"
2352500,57,4,"D","1.25RPM","D.4"
2413200,57,4,"D","1.25RPM","D.4"
2319150,57,4,"D","1.25RPM","D.4"
2561750,57,6,"D","1.25RPM","D.6"
2572900,57,6,"D","1.25RPM","D.6"
2583750,57,6,"D","1.25RPM","D.6"
2725100,57,8,"D","1.25RPM","D.8"
2706750,57,8,"D","1.25RPM","D.8"
2757450,57,8,"D","1.25RPM","D.8"
2122250,57,9,"D","1.25RPM","D.9"
2277250,57,9,"D","1.25RPM","D.9"
2194000,57,9,"D","1.25RPM","D.9"
1571750,57,10,"D","1.25RPM","D.10"
1598950,57,10,"D","1.25RPM","D.10"
1579800,57,10,"D","1.25RPM","D.10"
2746450,57,13,"D","1.25RPM","D.13"
2895600,57,13,"D","1.25RPM","D.13"
2865550,57,13,"D","1.25RPM","D.13"
2761750,58,4,"D","1.25RPM","D.4"
3186700,58,4,"D","1.25RPM","D.4"
2864150,58,4,"D","1.25RPM","D.4"
2780350,58,6,"D","1.25RPM","D.6"
2713750,58,6,"D","1.25RPM","D.6"
2710600,58,6,"D","1.25RPM","D.6"
2294300,58,8,"D","1.25RPM","D.8"
2300200,58,8,"D","1.25RPM","D.8"
2193000,58,8,"D","1.25RPM","D.8"
2853450,58,9,"D","1.25RPM","D.9"
2729050,58,9,"D","1.25RPM","D.9"
2768550,58,9,"D","1.25RPM","D.9"
2243600,58,10,"D","1.25RPM","D.10"
2363750,58,10,"D","1.25RPM","D.10"
2410650,58,10,"D","1.25RPM","D.10"
3545300,58,13,"D","1.25RPM","D.13"
3423850,58,13,"D","1.25RPM","D.13"
3501050,58,13,"D","1.25RPM","D.13"
2439950,59,4,"D","1.25RPM","D.4"
2262000,59,4,"D","1.25RPM","D.4"
2272600,59,4,"D","1.25RPM","D.4"
2392950,59,6,"D","1.25RPM","D.6"
2372950,59,6,"D","1.25RPM","D.6"
2416700,59,6,"D","1.25RPM","D.6"
2363800,59,8,"D","1.25RPM","D.8"
2234700,59,8,"D","1.25RPM","D.8"
2303250,59,8,"D","1.25RPM","D.8"
2094650,59,9,"D","1.25RPM","D.9"
2218900,59,9,"D","1.25RPM","D.9"
2147000,59,9,"D","1.25RPM","D.9"
1845150,59,10,"D","1.25RPM","D.10"
2079250,59,10,"D","1.25RPM","D.10"
2128700,59,10,"D","1.25RPM","D.10"
2408800,59,13,"D","1.25RPM","D.13"
2557650,59,13,"D","1.25RPM","D.13"
2507300,59,13,"D","1.25RPM","D.13"
2393800,60,4,"D","1.25RPM","D.4"
2393650,60,4,"D","1.25RPM","D.4"
2432500,60,4,"D","1.25RPM","D.4"
2198350,60,6,"D","1.25RPM","D.6"
2182550,60,6,"D","1.25RPM","D.6"
2112950,60,6,"D","1.25RPM","D.6"
1972500,60,8,"D","1.25RPM","D.8"
1877200,60,8,"D","1.25RPM","D.8"
1917450,60,8,"D","1.25RPM","D.8"
1911250,60,9,"D","1.25RPM","D.9"
1937650,60,9,"D","1.25RPM","D.9"
1867950,60,9,"D","1.25RPM","D.9"
1721400,60,10,"D","1.25RPM","D.10"
1829250,60,10,"D","1.25RPM","D.10"
1745800,60,10,"D","1.25RPM","D.10"
2296650,60,13,"D","1.25RPM","D.13"
2216150,60,13,"D","1.25RPM","D.13"
2266100,60,13,"D","1.25RPM","D.13"
2654400,61,4,"D","1.25RPM","D.4"
2502450,61,4,"D","1.25RPM","D.4"
2496950,61,4,"D","1.25RPM","D.4"
2231600,61,6,"D","1.25RPM","D.6"
2161950,61,6,"D","1.25RPM","D.6"
2213750,61,6,"D","1.25RPM","D.6"
1829650,61,8,"D","1.25RPM","D.8"
1710100,61,8,"D","1.25RPM","D.8"
1777950,61,8,"D","1.25RPM","D.8"
2249500,61,9,"D","1.25RPM","D.9"
2211300,61,9,"D","1.25RPM","D.9"
2194900,61,9,"D","1.25RPM","D.9"
1820950,61,10,"D","1.25RPM","D.10"
1732600,61,10,"D","1.25RPM","D.10"
1796150,61,10,"D","1.25RPM","D.10"
2494650,61,13,"D","1.25RPM","D.13"
2550750,61,13,"D","1.25RPM","D.13"
2614750,61,13,"D","1.25RPM","D.13"
2229350,62,4,"D","1.25RPM","D.4"
2086550,62,4,"D","1.25RPM","D.4"
2233600,62,4,"D","1.25RPM","D.4"
1700000,62,6,"D","1.25RPM","D.6"
1702950,62,6,"D","1.25RPM","D.6"
1657150,62,6,"D","1.25RPM","D.6"
1414700,62,8,"D","1.25RPM","D.8"
1495700,62,8,"D","1.25RPM","D.8"
1583950,62,8,"D","1.25RPM","D.8"
1484500,62,9,"D","1.25RPM","D.9"
1591900,62,9,"D","1.25RPM","D.9"
1581750,62,9,"D","1.25RPM","D.9"
1504650,62,10,"D","1.25RPM","D.10"
1480300,62,10,"D","1.25RPM","D.10"
1535600,62,10,"D","1.25RPM","D.10"
1902200,62,13,"D","1.25RPM","D.13"
1879100,62,13,"D","1.25RPM","D.13"
1818600,62,13,"D","1.25RPM","D.13"
1267600,63,4,"D","1.25RPM","D.4"
1280950,63,4,"D","1.25RPM","D.4"
1212000,63,4,"D","1.25RPM","D.4"
1522550,63,6,"D","1.25RPM","D.6"
1442100,63,6,"D","1.25RPM","D.6"
1515850,63,6,"D","1.25RPM","D.6"
1328350,63,8,"D","1.25RPM","D.8"
1359850,63,8,"D","1.25RPM","D.8"
1221900,63,8,"D","1.25RPM","D.8"
1612100,63,9,"D","1.25RPM","D.9"
1500100,63,9,"D","1.25RPM","D.9"
1522050,63,9,"D","1.25RPM","D.9"
1012650,63,10,"D","1.25RPM","D.10"
1162550,63,10,"D","1.25RPM","D.10"
1100650,63,10,"D","1.25RPM","D.10"
2288800,63,13,"D","1.25RPM","D.13"
2350700,63,13,"D","1.25RPM","D.13"
2226300,63,13,"D","1.25RPM","D.13"
1891000,64,4,"D","1.25RPM","D.4"
1784900,64,4,"D","1.25RPM","D.4"
1735700,64,4,"D","1.25RPM","D.4"
1332200,64,6,"D","1.25RPM","D.6"
1419100,64,6,"D","1.25RPM","D.6"
1287600,64,6,"D","1.25RPM","D.6"
1194150,64,8,"D","1.25RPM","D.8"
1174000,64,8,"D","1.25RPM","D.8"
1220350,64,8,"D","1.25RPM","D.8"
1486000,64,9,"D","1.25RPM","D.9"
1543000,64,9,"D","1.25RPM","D.9"
1492000,64,9,"D","1.25RPM","D.9"
1503100,64,10,"D","1.25RPM","D.10"
1376950,64,10,"D","1.25RPM","D.10"
1491500,64,10,"D","1.25RPM","D.10"
2663400,64,13,"D","1.25RPM","D.13"
2496800,64,13,"D","1.25RPM","D.13"
2603200,64,13,"D","1.25RPM","D.13"
2919350,65,4,"D","1.25RPM","D.4"
2984650,65,4,"D","1.25RPM","D.4"
2871550,65,4,"D","1.25RPM","D.4"
1635400,65,6,"D","1.25RPM","D.6"
1637300,65,6,"D","1.25RPM","D.6"
1569850,65,6,"D","1.25RPM","D.6"
1314550,65,8,"D","1.25RPM","D.8"
1265400,65,8,"D","1.25RPM","D.8"
1309600,65,8,"D","1.25RPM","D.8"
2344300,65,9,"D","1.25RPM","D.9"
2389700,65,9,"D","1.25RPM","D.9"
2320250,65,9,"D","1.25RPM","D.9"
1665300,65,10,"D","1.25RPM","D.10"
1813950,65,10,"D","1.25RPM","D.10"
1617200,65,10,"D","1.25RPM","D.10"
2907100,65,13,"D","1.25RPM","D.13"
3077800,65,13,"D","1.25RPM","D.13"
3122850,65,13,"D","1.25RPM","D.13"
1899400,66,4,"D","1.25RPM","D.4"
1799750,66,4,"D","1.25RPM","D.4"
1692350,66,4,"D","1.25RPM","D.4"
1499600,66,6,"D","1.25RPM","D.6"
1464100,66,6,"D","1.25RPM","D.6"
1470350,66,6,"D","1.25RPM","D.6"
1085950,66,8,"D","1.25RPM","D.8"
1176200,66,8,"D","1.25RPM","D.8"
1106900,66,8,"D","1.25RPM","D.8"
1072350,66,9,"D","1.25RPM","D.9"
1128650,66,9,"D","1.25RPM","D.9"
1141350,66,9,"D","1.25RPM","D.9"
1482500,66,10,"D","1.25RPM","D.10"
1415900,66,10,"D","1.25RPM","D.10"
1469050,66,10,"D","1.25RPM","D.10"
2638600,66,13,"D","1.25RPM","D.13"
2553350,66,13,"D","1.25RPM","D.13"
2799800,66,13,"D","1.25RPM","D.13"
1736100,67,4,"D","1.25RPM","D.4"
1848350,67,4,"D","1.25RPM","D.4"
1888200,67,4,"D","1.25RPM","D.4"
1098900,67,6,"D","1.25RPM","D.6"
989750,67,6,"D","1.25RPM","D.6"
1145350,67,6,"D","1.25RPM","D.6"
1008700,67,8,"D","1.25RPM","D.8"
1140000,67,8,"D","1.25RPM","D.8"
1062150,67,8,"D","1.25RPM","D.8"
1034100,67,9,"D","1.25RPM","D.9"
1031200,67,9,"D","1.25RPM","D.9"
1076100,67,9,"D","1.25RPM","D.9"
1627150,67,10,"D","1.25RPM","D.10"
1625900,67,10,"D","1.25RPM","D.10"
1631100,67,10,"D","1.25RPM","D.10"
2088850,67,13,"D","1.25RPM","D.13"
2211800,67,13,"D","1.25RPM","D.13"
2213300,67,13,"D","1.25RPM","D.13"
1785650,68,4,"D","1.25RPM","D.4"
2024000,68,4,"D","1.25RPM","D.4"
1911400,68,4,"D","1.25RPM","D.4"
985350,68,6,"D","1.25RPM","D.6"
1006450,68,6,"D","1.25RPM","D.6"
945450,68,6,"D","1.25RPM","D.6"
971700,68,8,"D","1.25RPM","D.8"
858300,68,8,"D","1.25RPM","D.8"
981050,68,8,"D","1.25RPM","D.8"
948950,68,9,"D","1.25RPM","D.9"
988750,68,9,"D","1.25RPM","D.9"
1031600,68,9,"D","1.25RPM","D.9"
1442800,68,10,"D","1.25RPM","D.10"
1513950,68,10,"D","1.25RPM","D.10"
1516350,68,10,"D","1.25RPM","D.10"
1001300,68,13,"D","1.25RPM","D.13"
858850,68,13,"D","1.25RPM","D.13"
766300,68,13,"D","1.25RPM","D.13"
1852000,69,4,"D","1.25RPM","D.4"
1917200,69,4,"D","1.25RPM","D.4"
2004400,69,4,"D","1.25RPM","D.4"
1116450,69,6,"D","1.25RPM","D.6"
1066150,69,6,"D","1.25RPM","D.6"
1130900,69,6,"D","1.25RPM","D.6"
924300,69,8,"D","1.25RPM","D.8"
979150,69,8,"D","1.25RPM","D.8"
943750,69,8,"D","1.25RPM","D.8"
921650,69,9,"D","1.25RPM","D.9"
1042800,69,9,"D","1.25RPM","D.9"
1034300,69,9,"D","1.25RPM","D.9"
1544750,69,10,"D","1.25RPM","D.10"
1586150,69,10,"D","1.25RPM","D.10"
1571850,69,10,"D","1.25RPM","D.10"
1971450,69,13,"D","1.25RPM","D.13"
2033850,69,13,"D","1.25RPM","D.13"
1980550,69,13,"D","1.25RPM","D.13"
1967150,70,4,"D","1.25RPM","D.4"
1980100,70,4,"D","1.25RPM","D.4"
1822450,70,4,"D","1.25RPM","D.4"
1035800,70,6,"D","1.25RPM","D.6"
1035600,70,6,"D","1.25RPM","D.6"
990300,70,6,"D","1.25RPM","D.6"
854650,70,8,"D","1.25RPM","D.8"
872450,70,8,"D","1.25RPM","D.8"
894700,70,8,"D","1.25RPM","D.8"
1016350,70,9,"D","1.25RPM","D.9"
1124200,70,9,"D","1.25RPM","D.9"
1075950,70,9,"D","1.25RPM","D.9"
1660850,70,10,"D","1.25RPM","D.10"
1660300,70,10,"D","1.25RPM","D.10"
1680250,70,10,"D","1.25RPM","D.10"
2002850,70,13,"D","1.25RPM","D.13"
2144000,70,13,"D","1.25RPM","D.13"
2022850,70,13,"D","1.25RPM","D.13"
2007950,71,4,"D","1.25RPM","D.4"
2150350,71,4,"D","1.25RPM","D.4"
2203600,71,4,"D","1.25RPM","D.4"
963700,71,6,"D","1.25RPM","D.6"
1010200,71,6,"D","1.25RPM","D.6"
955500,71,6,"D","1.25RPM","D.6"
1071500,71,8,"D","1.25RPM","D.8"
1063700,71,8,"D","1.25RPM","D.8"
1094000,71,8,"D","1.25RPM","D.8"
1119850,71,9,"D","1.25RPM","D.9"
1196550,71,9,"D","1.25RPM","D.9"
1149750,71,9,"D","1.25RPM","D.9"
1598750,71,10,"D","1.25RPM","D.10"
1706400,71,10,"D","1.25RPM","D.10"
1656350,71,10,"D","1.25RPM","D.10"
2323950,71,13,"D","1.25RPM","D.13"
2357300,71,13,"D","1.25RPM","D.13"
2370500,71,13,"D","1.25RPM","D.13"
1612900,72,4,"D","1.25RPM","D.4"
1911650,72,4,"D","1.25RPM","D.4"
1751650,72,4,"D","1.25RPM","D.4"
993350,72,6,"D","1.25RPM","D.6"
942650,72,6,"D","1.25RPM","D.6"
856200,72,6,"D","1.25RPM","D.6"
940300,72,8,"D","1.25RPM","D.8"
898400,72,8,"D","1.25RPM","D.8"
928400,72,8,"D","1.25RPM","D.8"
1145650,72,9,"D","1.25RPM","D.9"
1066250,72,9,"D","1.25RPM","D.9"
950200,72,9,"D","1.25RPM","D.9"
1497350,72,10,"D","1.25RPM","D.10"
1579450,72,10,"D","1.25RPM","D.10"
1420450,72,10,"D","1.25RPM","D.10"
2699200,72,13,"D","1.25RPM","D.13"
2746450,72,13,"D","1.25RPM","D.13"
2541250,72,13,"D","1.25RPM","D.13"
1551950,73,4,"D","1.25RPM","D.4"
1649900,73,4,"D","1.25RPM","D.4"
1599000,73,4,"D","1.25RPM","D.4"
1137200,73,6,"D","1.25RPM","D.6"
1032450,73,6,"D","1.25RPM","D.6"
1077550,73,6,"D","1.25RPM","D.6"
1009850,73,8,"D","1.25RPM","D.8"
1029750,73,8,"D","1.25RPM","D.8"
1009250,73,8,"D","1.25RPM","D.8"
1119100,73,9,"D","1.25RPM","D.9"
993350,73,9,"D","1.25RPM","D.9"
1186350,73,9,"D","1.25RPM","D.9"
1322000,73,10,"D","1.25RPM","D.10"
1365000,73,10,"D","1.25RPM","D.10"
1401900,73,10,"D","1.25RPM","D.10"
2151200,73,13,"D","1.25RPM","D.13"
2360250,73,13,"D","1.25RPM","D.13"
2304300,73,13,"D","1.25RPM","D.13"
1625550,74,4,"D","1.25RPM","D.4"
1631400,74,4,"D","1.25RPM","D.4"
1506700,74,4,"D","1.25RPM","D.4"
868200,74,6,"D","1.25RPM","D.6"
880300,74,6,"D","1.25RPM","D.6"
907100,74,6,"D","1.25RPM","D.6"
901100,74,8,"D","1.25RPM","D.8"
863850,74,8,"D","1.25RPM","D.8"
933050,74,8,"D","1.25RPM","D.8"
1108650,74,9,"D","1.25RPM","D.9"
1134850,74,9,"D","1.25RPM","D.9"
1153200,74,9,"D","1.25RPM","D.9"
1482700,74,10,"D","1.25RPM","D.10"
1472750,74,10,"D","1.25RPM","D.10"
1423500,74,10,"D","1.25RPM","D.10"
2283900,74,13,"D","1.25RPM","D.13"
2324450,74,13,"D","1.25RPM","D.13"
2517550,74,13,"D","1.25RPM","D.13"
1765250,75,4,"D","1.25RPM","D.4"
1818400,75,4,"D","1.25RPM","D.4"
1785350,75,4,"D","1.25RPM","D.4"
843600,75,6,"D","1.25RPM","D.6"
861600,75,6,"D","1.25RPM","D.6"
872150,75,6,"D","1.25RPM","D.6"
742350,75,8,"D","1.25RPM","D.8"
806550,75,8,"D","1.25RPM","D.8"
816950,75,8,"D","1.25RPM","D.8"
1086950,75,9,"D","1.25RPM","D.9"
1022750,75,9,"D","1.25RPM","D.9"
1079900,75,9,"D","1.25RPM","D.9"
1220900,75,10,"D","1.25RPM","D.10"
1253150,75,10,"D","1.25RPM","D.10"
1223350,75,10,"D","1.25RPM","D.10"
2135050,75,13,"D","1.25RPM","D.13"
2348500,75,13,"D","1.25RPM","D.13"
2270300,75,13,"D","1.25RPM","D.13"
1622650,76,4,"D","1.25RPM","D.4"
1679950,76,4,"D","1.25RPM","D.4"
1774750,76,4,"D","1.25RPM","D.4"
818650,76,6,"D","1.25RPM","D.6"
955650,76,6,"D","1.25RPM","D.6"
807850,76,6,"D","1.25RPM","D.6"
610500,76,8,"D","1.25RPM","D.8"
652900,76,8,"D","1.25RPM","D.8"
680150,76,8,"D","1.25RPM","D.8"
831450,76,9,"D","1.25RPM","D.9"
880050,76,9,"D","1.25RPM","D.9"
820850,76,9,"D","1.25RPM","D.9"
1174600,76,10,"D","1.25RPM","D.10"
1066450,76,10,"D","1.25RPM","D.10"
1167450,76,10,"D","1.25RPM","D.10"
1363350,76,13,"D","1.25RPM","D.13"
1567800,76,13,"D","1.25RPM","D.13"
1473100,76,13,"D","1.25RPM","D.13"
